,Name,RAdeg,DEdeg,z,MSZ,MCXC,RedMAPPer
1393,PSZ2 G295.19-56.99,21.2058264,-59.6324953,0.217,3.850401,            ,                    
1394,PSZ2 G295.25-21.55,139.7604861,-81.0569652,0.61,8.077119,            ,                    
1395,PSZ2 G295.27+32.25,185.369873,-30.1682685,-1.0,0.0,            ,                    
1396,PSZ2 G295.34+23.34,183.8908345,-38.9929388,0.119,4.230577,J1215.4-3900,                    
1397,PSZ2 G295.36+24.29,184.0871402,-38.0593901,-1.0,0.0,            ,                    
1398,PSZ2 G295.61-17.50,156.2505744,-78.2431533,-1.0,0.0,            ,                    
1399,PSZ2 G295.63-51.96,23.3587293,-64.5678762,0.333,6.087434,            ,                    
1400,PSZ2 G295.92-39.39,36.5377538,-76.4194567,-1.0,0.0,            ,                    
1401,PSZ2 G296.27-52.05,22.412132,-64.5792253,0.3264,5.311265,            ,                    
1402,PSZ2 G296.42-32.49,57.760252,-82.2162176,0.0613,2.46121,J0351.1-8212,                    
1403,PSZ2 G296.59-10.50,171.9015264,-72.33731,-1.0,0.0,            ,                    
1404,PSZ2 G296.88-17.07,162.549314,-78.4984574,-1.0,0.0,            ,                    
1405,PSZ2 G296.91-07.00,175.9080374,-69.0842742,0.31,7.500602,            ,                    
1406,PSZ2 G297.16-44.90,25.9134866,-71.632463,-1.0,0.0,            ,                    
1407,PSZ2 G297.31-34.68,43.991144,-81.0391578,-1.0,0.0,            ,                    
1408,PSZ2 G297.64-11.94,173.7429101,-74.0284876,-1.0,0.0,            ,                    
1409,PSZ2 G297.84+26.03,187.1659874,-36.6148495,-1.0,0.0,            ,                    
1410,PSZ2 G297.91+31.43,187.8533032,-31.2421661,-1.0,0.0,            ,                    
1411,PSZ2 G297.97-67.74,15.7362325,-49.271749,0.87,10.75359,            ,                    
1412,PSZ2 G298.56+13.53,186.3642942,-49.1152893,0.64,8.803801,            ,                    
1413,PSZ2 G299.38-57.32,16.6512041,-59.7005253,0.348114,4.364765,            ,                    
1414,PSZ2 G299.54+17.83,188.3017751,-44.9185444,-1.0,0.0,            ,                    
1415,PSZ2 G299.68-60.21,15.8068064,-56.8424341,-1.0,0.0,            ,                    
1416,PSZ2 G300.98+14.38,190.018033,-48.4394728,0.152,4.164417,J1240.2-4825,                    
1417,PSZ2 G301.11+60.05,191.9528578,-2.8002916,0.1797,4.417233,J1247.7-0247,RMJ124751.4-024950.0
1418,PSZ2 G301.90+20.17,191.5500968,-42.6826757,-1.0,0.0,            ,                    
1419,PSZ2 G302.41+21.60,192.2170252,-41.2652725,0.0114,1.324722,J1248.7-4118,                    
1420,PSZ2 G302.49+21.53,192.3138914,-41.3303492,0.0114,1.265525,J1248.7-4118,                    
1421,PSZ2 G302.85-88.63,12.861472,-28.4978061,0.1125,3.104015,J0051.3-2831,                    
1422,PSZ2 G303.00+20.86,192.947158,-42.0057981,-1.0,0.0,            ,                    
1423,PSZ2 G303.03-68.49,12.8043537,-48.6367094,0.1873,3.214194,J0051.1-4833,                    
1424,PSZ2 G303.54+36.49,193.4107642,-26.3693551,0.221153,4.208759,            ,                    
1425,PSZ2 G303.56+47.54,193.3025709,-15.3219881,0.0462,1.702444,J1253.2-1522,                    
1426,PSZ2 G303.72-48.28,11.398436,-68.8371011,-1.0,0.0,            ,                    
1427,PSZ2 G303.75-32.86,6.0180877,-84.2206932,-1.0,0.0,            ,                    
1428,PSZ2 G303.75+33.70,193.642365,-29.1620989,0.0544,2.869498,J1254.6-2913,                    
1429,PSZ2 G303.98-18.29,199.3557478,-81.109195,-1.0,0.0,            ,                    
1430,PSZ2 G304.44+32.48,194.3410909,-30.3669346,0.0554,3.452855,J1257.2-3022,                    
1431,PSZ2 G304.65-31.66,354.9463884,-85.2179879,0.1934,4.709839,J2340.1-8510,                    
1432,PSZ2 G304.84-41.40,7.0698749,-75.634005,0.41,7.645609,            ,                    
1433,PSZ2 G304.84+69.84,193.5236126,6.9787554,0.346,4.817952,            ,RMJ125401.1+070144.2
1434,PSZ2 G304.91+45.43,194.3178771,-17.410817,0.0473,3.688718,J1257.1-1724,                    
1435,PSZ2 G304.95-18.60,205.5794155,-81.2788479,-1.0,0.0,            ,                    
1436,PSZ2 G305.14-33.60,357.0183531,-83.2462831,-1.0,0.0,            ,                    
1437,PSZ2 G305.39-40.24,4.6578374,-76.7277062,-1.0,0.0,            ,                    
1438,PSZ2 G305.55-42.77,5.7782256,-74.2063506,-1.0,0.0,            ,                    
1439,PSZ2 G305.59-54.80,9.5577515,-62.2546211,-1.0,0.0,            ,                    
1440,PSZ2 G305.76+44.79,194.9767598,-18.0330138,-1.0,0.0,            ,                    
1441,PSZ2 G305.88-44.56,5.8865502,-72.4040927,0.3,5.688925,            ,                    
1442,PSZ2 G305.96-25.45,251.9190311,-86.8106899,-1.0,0.0,            ,                    
1443,PSZ2 G305.96-37.15,359.2900797,-79.6524604,-1.0,0.0,            ,                    
1444,PSZ2 G306.02+34.47,195.7517572,-28.3299816,0.2212,4.996375,            ,                    
1445,PSZ2 G306.22-53.56,8.4858181,-63.4495227,0.597129,5.170574,            ,                    
1446,PSZ2 G306.23+11.92,197.973139,-50.8188756,-1.0,0.0,            ,                    
1447,PSZ2 G306.50+38.50,195.9278046,-24.2806544,0.1288,4.27573,J1303.7-2415,                    
1448,PSZ2 G306.62-41.25,1.6583114,-75.5472413,-1.0,0.0,            ,                    
1449,PSZ2 G306.66+61.06,194.6654044,-1.7496547,0.0845,4.446865,J1258.6-0145,RMJ125836.9-014734.8
1450,PSZ2 G306.77+58.61,194.8673247,-4.2009433,0.0845,5.074183,J1259.3-0411,                    
1451,PSZ2 G307.23+16.35,198.8398574,-46.3161949,-1.0,0.0,            ,                    
1452,PSZ2 G307.56-10.74,208.6607112,-73.0439769,0.25,7.745479,            ,                    
1453,PSZ2 G307.72-77.87,11.5624095,-39.207346,0.453,6.035635,            ,                    
1454,PSZ2 G308.04-15.48,216.0945865,-77.4267491,-1.0,0.0,            ,                    
1455,PSZ2 G308.33-20.21,229.6124062,-81.5030224,0.48,10.3187,            ,                    
1456,PSZ2 G308.44+24.24,199.2779933,-38.3557669,0.2553,6.286082,J1317.1-3821,                    
1457,PSZ2 G308.64+60.26,195.6929497,-2.4839679,0.0847,2.222319,J1302.8-0230,RMJ130250.0-022638.2
1458,PSZ2 G308.85-50.61,3.5681658,-66.0802335,0.1599,3.030337,J0014.3-6604,                    
1459,PSZ2 G309.39+13.26,202.5015521,-49.1230914,0.28,5.710883,            ,                    
1460,PSZ2 G309.43-72.86,10.1943151,-44.132804,0.35,5.820646,            ,                    
1461,PSZ2 G309.49+37.31,198.6312704,-25.2657228,0.2439,6.716546,J1314.4-2515,                    
1462,PSZ2 G309.62-19.95,234.82538,-80.5657397,-1.0,0.0,            ,                    
1463,PSZ2 G310.22+23.02,201.5511705,-39.3544674,-1.0,0.0,            ,                    
1464,PSZ2 G310.81+83.91,193.7525349,21.0947672,-1.0,0.0,            ,                    
1465,PSZ2 G311.18-47.76,357.6798135,-68.3801504,-1.0,0.0,            ,                    
1466,PSZ2 G311.23-23.00,255.913123,-81.4289483,-1.0,0.0,            ,                    
1467,PSZ2 G311.33-48.50,358.1152046,-67.6484568,-1.0,0.0,            ,                    
1468,PSZ2 G311.62-42.31,350.0518749,-73.2377961,0.0984,1.950878,J2319.6-7313,                    
1469,PSZ2 G311.91-78.80,10.6511037,-38.1641561,0.219345,3.646767,            ,                    
1470,PSZ2 G311.98+30.71,201.9931995,-31.5125147,0.048,4.786142,J1327.9-3130,                    
1471,PSZ2 G312.35+17.84,205.3895592,-44.1040255,-1.0,0.0,            ,                    
1472,PSZ2 G312.48-28.86,296.6917179,-81.3869204,-1.0,0.0,            ,                    
1473,PSZ2 G312.62+35.05,201.7700721,-27.149757,0.0458,2.888308,J1326.9-2710,                    
1474,PSZ2 G312.63-66.40,6.8029028,-50.2685685,0.1448,3.542888,J0027.3-5015,                    
1475,PSZ2 G312.94+55.38,198.568402,-7.0411971,0.1892,3.832989,J1314.2-0659,                    
1476,PSZ2 G313.00-30.01,303.2835014,-80.7011116,0.138,3.754782,J2014.2-8038,                    
1477,PSZ2 G313.33+61.13,197.860331,-1.336351,0.1832,8.768981,J1311.5-0120,RMJ131129.5-012028.0
1478,PSZ2 G313.33+30.29,203.4175225,-31.7178685,0.049,2.443,J1333.6-3139,                    
1479,PSZ2 G313.55+41.93,201.2665558,-20.2410557,0.1926,4.043344,J1325.1-2014,                    
1480,PSZ2 G313.84+19.21,206.8860445,-42.460278,0.2825,6.694419,            ,                    
1481,PSZ2 G313.88-17.11,240.4389096,-75.757379,0.153,8.025071,J1601.7-7544,                    
1482,PSZ2 G314.26-55.35,359.7064788,-60.5965175,0.0989,2.261127,J2359.3-6042,                    
1483,PSZ2 G314.46+13.54,209.677648,-47.8116277,0.074,5.285008,J1358.9-4750,                    
1484,PSZ2 G314.77-28.57,293.4761027,-79.4365774,-1.0,0.0,            ,                    
1485,PSZ2 G314.96+10.06,211.9006853,-51.0209574,0.0966,6.831312,J1407.8-5100,                    
1486,PSZ2 G315.36+38.54,203.4201679,-23.3041748,0.1264,3.883662,J1333.6-2317,                    
1487,PSZ2 G315.56-37.04,328.9119349,-75.4309098,0.233,5.692326,            ,                    
1488,PSZ2 G315.66-28.64,293.5013063,-78.6476478,-1.0,0.0,            ,                    
1489,PSZ2 G315.68-18.04,247.8374089,-75.143736,0.105,6.424092,J1631.6-7507,                    
1490,PSZ2 G315.71-83.81,11.2291975,-33.1467138,-1.0,0.0,            ,                    
1491,PSZ2 G316.31+28.53,206.8724756,-32.8747102,0.0391,4.627691,J1347.4-3250,                    
1492,PSZ2 G316.43+54.02,200.819439,-8.0130277,-1.0,0.0,            ,                    
1493,PSZ2 G316.51-33.21,313.5503874,-76.7867263,-1.0,0.0,            ,                    
1494,PSZ2 G316.89-32.24,309.0955447,-76.8455865,-1.0,0.0,            ,                    
1495,PSZ2 G317.52+59.94,200.1131951,-2.0996091,0.315551,5.084684,            ,                    
1496,PSZ2 G317.58-17.82,251.3731591,-73.5923016,0.069,2.059166,J1645.4-7334,                    
1497,PSZ2 G317.79+26.63,208.9920333,-34.366975,-1.0,0.0,            ,                    
1498,PSZ2 G318.05-58.88,358.7029145,-56.5519349,0.53,5.028991,            ,                    
1499,PSZ2 G318.14-29.57,296.7757129,-76.403373,0.217,5.887117,J1947.3-7623,                    
1500,PSZ2 G318.25+73.24,197.3109005,10.9017388,0.4255,6.126018,            ,                    
1501,PSZ2 G318.46+83.79,194.6379736,21.1366488,-1.0,0.0,            ,                    
1502,PSZ2 G318.54-07.62,232.9243144,-65.5213568,-1.0,0.0,            ,                    
1503,PSZ2 G318.62+58.55,200.9818911,-3.318916,0.219595,4.418548,            ,RMJ132413.2-031751.5
1504,PSZ2 G319.16+26.63,210.4068892,-34.0109018,-1.0,0.0,            ,                    
1505,PSZ2 G319.19-48.59,346.7538148,-65.1009078,0.5298,5.54691,            ,                    
1506,PSZ2 G319.27-19.57,259.5763392,-73.2266305,0.26,4.597099,            ,                    
1507,PSZ2 G319.41-27.54,288.3035555,-75.3619823,0.0726,2.249766,J1912.6-7517,                    
1508,PSZ2 G319.64-65.11,1.8784071,-50.5599751,-1.0,0.0,            ,                    
1509,PSZ2 G320.94+83.69,194.9459811,21.1157325,-1.0,0.0,            ,                    
1510,PSZ2 G321.08-17.96,257.9283432,-70.9264049,-1.0,0.0,            ,                    
1511,PSZ2 G321.30+50.63,204.5938123,-10.5553959,-1.0,0.0,            ,                    
1512,PSZ2 G321.94+75.57,197.6432832,13.4176995,-1.0,0.0,            ,                    
1513,PSZ2 G321.98-47.96,342.4563639,-64.415194,0.094,4.023152,J2249.9-6425,                    
1514,PSZ2 G322.44+20.29,216.6178635,-38.951159,-1.0,0.0,            ,                    
1515,PSZ2 G322.63-49.15,343.5306074,-63.2452095,0.2112,4.651399,J2254.0-6315,                    
1516,PSZ2 G322.74-42.10,330.7661473,-67.9634736,-1.0,0.0,            ,                    
1517,PSZ2 G322.77+59.52,202.7771376,-1.8055423,0.0852,3.226144,J1330.8-0152,RMJ133105.7-014551.3
1518,PSZ2 G323.08-63.98,358.9955294,-50.9141276,0.3196,4.569305,            ,                    
1519,PSZ2 G323.30+63.66,201.7477745,2.2118505,0.259,6.424766,            ,RMJ132701.0+021219.5
1520,PSZ2 G323.31+27.37,214.2706026,-32.0827267,-1.0,0.0,            ,                    
1521,PSZ2 G323.39+81.61,195.954005,19.2421173,0.0643,1.859241,J1303.7+1916,RMJ130333.1+191849.5
1522,PSZ2 G323.70-25.45,282.4323869,-71.3247736,-1.0,0.0,            ,                    
1523,PSZ2 G323.77-33.80,308.3535893,-70.8782359,-1.0,0.0,            ,                    
1524,PSZ2 G323.96+43.81,208.5254743,-16.4825694,-1.0,0.0,            ,                    
1525,PSZ2 G324.04+48.79,206.8862609,-11.7625548,0.4516,11.029433,J1347.5-1144,                    
1526,PSZ2 G324.54-44.97,334.5047938,-65.1769987,0.0951,3.003284,J2218.0-6511,                    
1527,PSZ2 G324.59-11.52,249.5788636,-64.3593754,0.0508,7.939415,J1638.2-6420,                    
1528,PSZ2 G324.69+62.17,202.8288624,0.9957009,0.359299,5.607998,            ,RMJ133111.4+010003.2
1529,PSZ2 G324.99-49.26,341.2652528,-62.1011097,0.58,5.993725,            ,                    
1530,PSZ2 G325.17-07.05,243.3762656,-60.8736039,0.0157,2.396106,J1614.3-6052,                    
1531,PSZ2 G325.19+49.12,207.4979135,-11.1992951,-1.0,0.0,            ,                    
1532,PSZ2 G325.25-33.72,307.2512122,-69.7017107,-1.0,0.0,            ,                    
1533,PSZ2 G325.70+17.34,221.8609559,-40.3457093,0.3155,7.569986,            ,                    
1534,PSZ2 G325.86-33.56,306.4915892,-69.2386539,-1.0,0.0,            ,                    
1535,PSZ2 G325.99-59.48,353.0963781,-53.9656562,0.402,5.615111,            ,                    
1536,PSZ2 G326.01+17.21,222.280299,-40.3275264,0.062,2.120057,            ,                    
1537,PSZ2 G326.71+50.30,208.0081741,-9.748257,0.2021,4.042493,J1352.2-0945,                    
1538,PSZ2 G326.73+54.80,206.3749671,-5.5497642,-1.0,0.0,            ,                    
1539,PSZ2 G327.27+11.05,227.8356362,-45.1025073,-1.0,0.0,            ,                    
1540,PSZ2 G327.29+09.99,228.652836,-45.9927363,0.058,2.968433,J1514.6-4558,                    
1541,PSZ2 G327.53+25.88,219.0462973,-31.9331583,0.3038,5.516123,            ,                    
1542,PSZ2 G327.66-54.26,345.907593,-57.3801875,-1.0,0.0,            ,                    
1543,PSZ2 G328.05+15.79,225.4370484,-40.6348407,-1.0,0.0,            ,                    
1544,PSZ2 G328.24+18.21,224.0896952,-38.4416409,0.115,3.502504,J1456.2-3826,                    
1545,PSZ2 G328.31-09.71,251.6508564,-60.398386,0.148,6.214705,J1646.6-6023,                    
1546,PSZ2 G328.58-25.25,284.0177269,-66.940457,0.1797,3.823897,J1855.8-6654,                    
1547,PSZ2 G328.96+71.97,200.8032917,10.728222,-1.0,0.0,            ,                    
1548,PSZ2 G329.29+29.18,218.9841955,-28.2837244,-1.0,0.0,            ,                    
1549,PSZ2 G329.36-09.90,253.2597416,-59.7164896,0.048,3.669181,J1653.0-5943,                    
1550,PSZ2 G329.48-22.67,278.2479659,-65.5527931,-1.0,0.0,            ,                    
1551,PSZ2 G329.53-54.73,345.1035029,-56.2768781,0.1528,3.20947,            ,                    
1552,PSZ2 G329.57-17.96,268.0000915,-63.8130141,0.133,3.419472,J1752.0-6348,                    
1553,PSZ2 G330.07+28.11,220.2318156,-28.9273244,-1.0,0.0,            ,                    
1554,PSZ2 G330.53-40.56,320.5243115,-63.5958853,0.217,3.701717,            ,                    
1555,PSZ2 G331.10+40.81,214.8295236,-17.2044709,0.2992,5.98776,            ,                    
1556,PSZ2 G331.12+62.31,205.5502268,2.2563185,0.0765,2.455589,J1342.0+0213,RMJ134209.7+021338.1
1557,PSZ2 G331.96-45.74,329.5524611,-60.4126709,0.075,2.084438,J2158.4-6023,                    
1558,PSZ2 G332.11-23.63,281.8545359,-63.4669718,-1.0,0.0,            ,                    
1559,PSZ2 G332.23-46.37,330.4690686,-59.939912,0.098,5.770868,J2201.9-5956,                    
1560,PSZ2 G332.29-23.57,281.7983947,-63.2898298,0.0146,0.785076,J1847.3-6320,                    
1561,PSZ2 G332.36+62.19,206.1236236,2.3890214,0.376445,5.947719,            ,RMJ134431.8+022244.3
1562,PSZ2 G332.87-19.26,273.3002001,-61.4589236,0.147,5.917648,J1813.3-6127,                    
1563,PSZ2 G333.59+73.19,201.5451042,12.4218067,0.204,4.095102,J1326.2+1230,RMJ132600.5+122243.6
1564,PSZ2 G333.89-43.60,324.4571093,-60.1200729,0.318,6.658943,            ,                    
1565,PSZ2 G335.14+30.70,223.1025067,-24.4981632,-1.0,0.0,            ,                    
1566,PSZ2 G335.58-46.44,328.5284291,-57.8630139,0.076,4.186411,J2154.1-5751,                    
1567,PSZ2 G336.01-51.27,335.9836732,-55.310297,0.0791,2.037933,J2224.4-5515,                    
1568,PSZ2 G336.60-55.43,341.571733,-52.7221388,0.0965,4.279627,J2246.3-5243,                    
1569,PSZ2 G336.95-45.75,326.6280586,-57.2772716,0.076,2.47355,J2146.3-5717,                    
1570,PSZ2 G337.01+38.30,220.2660344,-17.2070501,-1.0,0.0,            ,                    
1571,PSZ2 G337.12-66.02,353.772624,-45.7079875,0.547261,7.120644,            ,                    
1572,PSZ2 G337.14-25.98,288.6193839,-59.4722087,0.26,6.584915,            ,                    
1573,PSZ2 G337.23-12.59,265.3503124,-54.7810927,-1.0,0.0,            ,                    
1574,PSZ2 G337.90+23.58,229.8026131,-29.0701287,-1.0,0.0,            ,                    
1575,PSZ2 G337.91-12.15,265.2563183,-53.9834537,-1.0,0.0,            ,                    
1576,PSZ2 G337.92-64.34,351.672256,-46.611808,-1.0,0.0,            ,                    
1577,PSZ2 G337.95+22.70,230.4398862,-29.7548536,-1.0,0.0,            ,                    
1578,PSZ2 G337.99-33.61,303.6793437,-59.2175212,-1.0,0.0,            ,                    
1579,PSZ2 G338.04+23.65,229.88005,-28.9404858,-1.0,0.0,            ,                    
1580,PSZ2 G338.21+23.46,230.1449047,-29.0007972,-1.0,0.0,            ,                    
1581,PSZ2 G338.25+22.60,230.761883,-29.6804955,-1.0,0.0,            ,                    
1582,PSZ2 G338.52+22.97,230.7418915,-29.2306816,-1.0,0.0,            ,                    
1583,PSZ2 G339.47+63.56,208.292677,5.1673231,0.0788,2.506246,J1353.0+0509,RMJ135306.4+050859.0
1584,PSZ2 G339.63-69.34,356.1848559,-42.7169471,0.596,8.86194,            ,                    
1585,PSZ2 G339.74-51.08,333.7589777,-53.3557017,-1.0,0.0,            ,                    
1586,PSZ2 G340.09+22.89,232.119484,-28.4241335,-1.0,0.0,            ,                    
1587,PSZ2 G340.35-42.80,320.1064682,-55.9377803,-1.0,0.0,            ,                    
1588,PSZ2 G340.36+60.58,210.2529246,2.8707609,0.2528,9.750274,J1401.0+0252,RMJ140100.5+025149.7
1589,PSZ2 G340.46-52.20,335.0802251,-52.4518069,0.102,2.535663,J2220.1-5228,                    
1590,PSZ2 G340.88-33.36,303.0839218,-56.814789,0.0556,7.035854,J2012.5-5649,                    
1591,PSZ2 G340.94+35.07,224.8938792,-18.1728125,0.2357,7.795695,J1459.4-1811,                    
1592,PSZ2 G340.97+34.18,225.456067,-18.8787924,-1.0,0.0,            ,                    
1593,PSZ2 G341.09-33.15,302.68887,-56.636643,-1.0,0.0,            ,                    
1594,PSZ2 G341.16+34.81,225.2115128,-18.2752835,0.39,7.421017,            ,                    
1595,PSZ2 G341.19-36.12,308.0655898,-56.4351726,0.284,5.744352,J2032.1-5627,                    
1596,PSZ2 G341.44-40.19,315.2556042,-55.7166246,0.25,4.765805,            ,                    
1597,PSZ2 G341.69+50.67,216.3348828,-4.9948976,0.33,5.463793,            ,                    
1598,PSZ2 G342.32+23.51,233.4871771,-26.6588094,-1.0,0.0,            ,                    
1599,PSZ2 G342.33-34.93,305.8532578,-55.575108,0.232,6.677995,J2023.4-5535,                    
1600,PSZ2 G342.45+24.14,233.1549831,-26.0996037,-1.0,0.0,            ,                    
1601,PSZ2 G342.51-50.97,332.3825686,-51.8228319,0.1065,2.368898,J2209.3-5148,                    
1602,PSZ2 G342.62-39.60,313.9721105,-54.914979,0.139,3.009487,J2055.8-5455,                    
1603,PSZ2 G342.82-30.48,298.0496413,-55.0635063,0.06,3.244582,J1952.2-5503,                    
1604,PSZ2 G343.33+83.19,197.604348,21.8704589,0.279734,5.81087,            ,RMJ131022.2+215005.6
1605,PSZ2 G343.46+52.65,216.1078215,-2.7397594,-1.0,0.0,            ,                    
1606,PSZ2 G343.68+24.10,234.143467,-25.4146858,-1.0,0.0,            ,                    
1607,PSZ2 G343.92+22.67,235.3521128,-26.3668896,-1.0,0.0,            ,                    
1608,PSZ2 G344.99-81.88,6.3813111,-33.0058853,0.0491,1.454706,J0025.5-3302,                    
1609,PSZ2 G345.32-59.97,343.5940746,-46.3583258,0.27,5.092779,            ,                    
1610,PSZ2 G345.38-25.32,290.0080391,-52.0564543,-1.0,0.0,            ,                    
1611,PSZ2 G345.38-39.32,313.0548144,-52.8366283,0.044831,1.807948,            ,                    
1612,PSZ2 G345.82-34.29,304.7042014,-52.7152044,0.0505,1.840419,J2018.7-5242,                    
1613,PSZ2 G346.30-30.35,298.3100172,-52.0664739,0.1069,2.94926,J1953.0-5201,                    
1614,PSZ2 G346.36-77.71,2.4866175,-35.66487,0.120083,2.464465,            ,                    
1615,PSZ2 G346.61+35.06,228.7524172,-15.3566042,0.2226,8.860777,J1514.9-1523,                    
1616,PSZ2 G346.86-45.38,322.448847,-50.7770633,0.0796,2.027428,J2129.8-5048,                    
1617,PSZ2 G347.17-27.36,293.7229692,-50.8779976,0.2371,7.185605,J1934.7-5053,                    
1618,PSZ2 G347.27-52.46,332.8312186,-48.5354852,0.24,3.422418,            ,                    
1619,PSZ2 G347.58-35.35,306.4544853,-51.2771492,0.22,4.326421,            ,                    
1620,PSZ2 G347.96+80.46,200.033481,20.2120538,-1.0,0.0,            ,                    
1621,PSZ2 G348.43-25.50,291.2405061,-49.4084583,0.25,5.812987,            ,                    
1622,PSZ2 G348.46-64.83,348.478124,-42.6726427,0.0564,1.46435,J2313.9-4244,                    
1623,PSZ2 G348.90-67.37,351.2843805,-41.2118303,0.358,7.193831,            ,                    
1624,PSZ2 G349.12+67.62,209.1003502,10.782458,0.246965,4.257032,            ,RMJ135620.4+104724.2
1625,PSZ2 G349.18+38.66,227.9724113,-11.2784758,-1.0,0.0,            ,                    
1626,PSZ2 G349.46-59.95,342.2153235,-44.5259922,0.3475,11.35923,J2248.7-4431,                    
1627,PSZ2 G349.50-06.85,266.9918117,-41.4478663,-1.0,0.0,            ,                    
1628,PSZ2 G350.12+45.29,224.1125572,-5.8176447,0.22,5.31484,J1456.3-0549,                    
1629,PSZ2 G351.76-54.71,334.6924608,-45.2856625,0.61,6.288818,            ,                    
1630,PSZ2 G352.05-24.01,290.2471666,-45.8598525,0.798,6.578038,            ,                    
1631,PSZ2 G352.28-77.66,1.4896794,-34.7014641,0.1147,4.001657,J0006.0-3443,                    
1632,PSZ2 G353.36-26.49,294.102131,-45.2953732,-1.0,0.0,            ,                    
1633,PSZ2 G355.07+46.20,226.0226689,-2.7984393,0.2153,6.666208,J1504.1-0248,                    
1634,PSZ2 G355.07+55.32,219.6140169,3.6808964,0.219392,4.280166,            ,RMJ143821.9+034013.2
1635,PSZ2 G355.22-70.03,352.831781,-37.9114526,-1.0,0.0,            ,                    
1636,PSZ2 G355.50+54.72,220.2122508,3.4347227,0.0263,1.103187,J1440.6+0328,RMJ144039.0+032811.0
1637,PSZ2 G356.04-49.50,326.7122599,-43.923944,0.062,1.666392,J2146.9-4354,                    
1638,PSZ2 G356.05+70.99,208.5008929,14.9024857,0.1251,2.945922,J1354.0+1455,RMJ135403.0+145440.5
1639,PSZ2 G356.21-43.11,317.834006,-44.4344229,-1.0,0.0,            ,                    
1640,PSZ2 G356.25-76.07,359.2638109,-34.7883023,0.0475,2.468719,J2357.0-3445,                    
1641,PSZ2 G356.53+28.66,239.6132023,-14.1606716,0.097,2.950506,J1558.3-1410,                    
1642,PSZ2 G356.88-11.33,276.5105802,-37.0974342,-1.0,0.0,            ,                    
1643,PSZ2 G357.43+69.50,209.9648148,14.2504869,0.209,5.656355,            ,RMJ135938.0+141648.4
1644,PSZ2 G357.75-41.77,315.9294936,-43.325862,0.0487,1.546678,J2103.4-4319,                    
1645,PSZ2 G358.21-87.49,10.5193209,-28.533385,0.1082,3.647853,J0042.1-2832,                    
1646,PSZ2 G358.34-47.31,323.4856772,-42.6664263,0.2,4.206624,            ,                    
1647,PSZ2 G358.80-10.83,276.9624092,-35.1774436,-1.0,0.0,            ,                    
1648,PSZ2 G358.94-70.57,352.7803063,-36.5498066,0.0957,2.523271,J2331.2-3630,                    
1649,PSZ2 G358.98-67.26,348.9265574,-37.7791038,0.1786,5.22471,J2315.7-3746,                    
1650,PSZ2 G359.07-32.12,303.0188998,-41.4868824,0.1496,4.721086,J2012.0-4129,                    
1651,PSZ2 G359.60-08.72,275.0918356,-33.5317168,-1.0,0.0,            ,                    
1652,PSZ2 G359.67-07.23,273.5496293,-32.7909659,-1.0,0.0,            ,                    
